County Name,FRED ID
"Lincoln County, KY",28409
"Livingston County, KY",858
"Logan County, KY",856
"Lyon County, KY",854
"Madison County, KY",28413
"Magoffin County, KY",28414
"Marion County, KY",852
"Marshall County, KY",850
"Martin County, KY",28417
"Mason County, KY",28418
"McCracken County, KY",846
"McCreary County, KY",28420
"McLean County, KY",847
"Meade County, KY",843
"Menifee County, KY",28423
"Mercer County, KY",841
"Metcalfe County, KY",839
"Monroe County, KY",837
"Montgomery County, KY",28427
"Morgan County, KY",28428
"Muhlenberg County, KY",835
"Nelson County, KY",833
"Nicholas County, KY",28431
"Ohio County, KY",831
"Oldham County, KY",829
"Owen County, KY",827
"Owsley County, KY",28435
"Pendleton County, KY",28436
"Perry County, KY",28437
"Pike County, KY",28438
"Powell County, KY",28439
"Pulaski County, KY",28440
"Robertson County, KY",28441
"Rockcastle County, KY",28442
"Rowan County, KY",28443
"Russell County, KY",824
"Scott County, KY",28445
"Shelby County, KY",823
"Simpson County, KY",821
"Spencer County, KY",819
"Taylor County, KY",817
"Todd County, KY",815
"Trigg County, KY",813
"Trimble County, KY",811
"Union County, KY",809
"Warren County, KY",806
"Washington County, KY",805
"Wayne County, KY",803
"Webster County, KY",801
"Whitley County, KY",28458
"Wolfe County, KY",28459
"Woodford County, KY",28460
"Acadia Parish, LA",28462
"Allen Parish, LA",28463
"Ascension Parish, LA",28464
"Assumption Parish, LA",28465
"Avoyelles Parish, LA",28466
"Beauregard Parish, LA",28467
"Bienville Parish, LA",28468
"Bossier Parish, LA",28469
"Caddo Parish, LA",28470
"Calcasieu Parish, LA",28471
"Caldwell Parish, LA",28472
"Cameron Parish, LA",28473
"Catahoula Parish, LA",28474
"Claiborne Parish, LA",28475
"Concordia Parish, LA",28476
"De Soto Parish, LA",28477
"East Baton Rouge Parish, LA",28478
"East Carroll Parish, LA",28479
"East Feliciana Parish, LA",28480
"Evangeline Parish, LA",28481
"Franklin Parish, LA",28482
"Grant Parish, LA",28483
"Iberia Parish, LA",28484
"Iberville Parish, LA",28485
"Jackson Parish, LA",28486
"Jefferson Parish, LA",28487
"Jefferson Davis Parish, LA",28488
"Lafayette Parish, LA",28489
"LaFourche Parish, LA",28490
"La Salle Parish, LA",28491
"Lincoln Parish, LA",28492
"Livingston Parish, LA",28493
"Madison Parish, LA",28494
"Morehouse Parish, LA",28495
"Natchitoches Parish, LA",28496
"Orleans Parish, LA",28497
"Ouachita Parish, LA",28498
"Plaquemines Parish, LA",28499
"Pointe Coupee Parish, LA",28500
"Rapides Parish, LA",28501
"Red River Parish, LA",28502
"Richland Parish, LA",28503
"Sabine Parish, LA",28504
"St. Bernard Parish, LA",28505
"St. Charles Parish, LA",28506
"St. Helena Parish, LA",28507
"St. James Parish, LA",28508
"St. John the Baptist Parish, LA",28509
"St. Landry Parish, LA",28510
"St. Martin Parish, LA",28511
"St. Mary Parish, LA",28512
"St. Tammany Parish, LA",28513
"Tangipahoa Parish, LA",28514
"Tensas Parish, LA",28515
"Terrebonne Parish, LA",28516
"Union Parish, LA",28517
"Vermilion Parish, LA",28518
"Vernon Parish, LA",28519
"Washington Parish, LA",28520
"Webster Parish, LA",28521
"West Baton Rouge Parish, LA",28522
"West Carroll Parish, LA",28523
"West Feliciana Parish, LA",28524
"Winn Parish, LA",28525
"Androscoggin County, ME",28527
"Aroostook County, ME",28528
"Cumberland County, ME",28529
"Franklin County, ME",28530
"Hancock County, ME",28531
"Kennebec County, ME",28532
"Knox County, ME",28533
"Lincoln County, ME",28534
"Oxford County, ME",28535
"Penobscot County, ME",28536
"Piscataquis County, ME",28537
"Sagadahoc County, ME",28538
"Somerset County, ME",28539
"Waldo County, ME",28540
"Washington County, ME",28541
"York County, ME",28542
"Allegany County, MD",28544
"Anne Arundel County, MD",28545
"Baltimore County, MD",28546
"Baltimore City, MD",28547
"Calvert County, MD",28548
"Caroline County, MD",28549
"Carroll County, MD",28550
"Cecil County, MD",28551
"Charles County, MD",28552
"Dorchester County, MD",28553
"Frederick County, MD",28554
"Garrett County, MD",28555
"Harford County, MD",28556
"Howard County, MD",28557
"Kent County, MD",28558
"Montgomery County, MD",28559
"Prince George's County, MD",28560
"Queen Anne's County, MD",28561
"Somerset County, MD",28562
"St. Mary's County, MD",28563
"Talbot County, MD",28564
"Washington County, MD",28565
"Wicomico County, MD",28566
"Worcester County, MD",28567
"Barnstable County, MA",28569
"Berkshire County, MA",28570
"Bristol County, MA",28571
"Dukes County, MA",28572
"Essex County, MA",28573
"Franklin County, MA",28574
"Hampden County, MA",28575
"Hampshire County, MA",28576
"Middlesex County, MA",28577
"Nantucket County, MA",28578
"Norfolk County, MA",28579
"Plymouth County, MA",28580
"Suffolk County, MA",28581
"Worcester County, MA",28582
"Alcona County, MI",28584
"Alger County, MI",28585
"Allegan County, MI",28586
"Alpena County, MI",28587
"Antrim County, MI",28588
"Arenac County, MI",28589
"Baraga County, MI",28590
"Barry County, MI",28591
"Bay County, MI",28592
"Benzie County, MI",28593
"Berrien County, MI",28594
"Branch County, MI",28595
"Calhoun County, MI",28596
"Cass County, MI",28597
"Charlevoix County, MI",28598
"Cheboygan County, MI",28599
"Chippewa County, MI",28600
"Clare County, MI",28601
"Clinton County, MI",28602
"Crawford County, MI",28603
"Delta County, MI",28604
"Dickinson County, MI",28605
"Eaton County, MI",28606
"Emmet County, MI",28607
"Genesee County, MI",28608
"Gladwin County, MI",28609
"Gogebic County, MI",28610
"Grand Traverse County, MI",28611
"Gratiot County, MI",28612
"Hillsdale County, MI",28613
"Houghton County, MI",28614
"Huron County, MI",28615
"Ingham County, MI",28616
"Ionia County, MI",28617
"Iosco County, MI",28618
"Iron County, MI",28619
"Isabella County, MI",28620
"Jackson County, MI",28621
"Kalamazoo County, MI",28622
"Kalkaska County, MI",28623
"Kent County, MI",28624
"Keweenaw County, MI",28625
"Lake County, MI",28626
"Lapeer County, MI",28627
"Leelanau County, MI",28628
"Lenawee County, MI",28629
"Livingston County, MI",28630
"Luce County, MI",28631
"Mackinac County, MI",28632
"Macomb County, MI",28633
"Manistee County, MI",28634
"Marquette County, MI",28635
"Mason County, MI",28636
"Mecosta County, MI",28637
"Menominee County, MI",28638
"Midland County, MI",28639
"Missaukee County, MI",28640
"Monroe County, MI",28641
"Montcalm County, MI",28642
"Montmorency County, MI",28643
"Muskegon County, MI",28644
"Newaygo County, MI",28645
"Oakland County, MI",28646
"Oceana County, MI",28647
"Ogemaw County, MI",28648
"Ontonagon County, MI",28649
"Osceola County, MI",28650
"Oscoda County, MI",28651
"Otsego County, MI",28652
"Ottawa County, MI",28653
"Presque Isle County, MI",28654
"Roscommon County, MI",28655
"Saginaw County, MI",28656
"Sanilac County, MI",28657
"Schoolcraft County, MI",28658
"Shiawassee County, MI",28659
"St. Clair County, MI",28660
"St. Joseph County, MI",28661
"Tuscola County, MI",28662
"Van Buren County, MI",28663
"Washtenaw County, MI",28664
"Wayne County, MI",28665
"Wexford County, MI",28666
"Aitkin County, MN",28668
"Anoka County, MN",28669
"Becker County, MN",28670
"Beltrami County, MN",28671
"Benton County, MN",28672
"Big Stone County, MN",28673
"Blue Earth County, MN",28674
"Brown County, MN",28675
"Carlton County, MN",28676
"Carver County, MN",28677
"Cass County, MN",28678
"Chippewa County, MN",28679
"Chisago County, MN",28680
"Clay County, MN",28681
"Clearwater County, MN",28682
"Cook County, MN",28683
"Cottonwood County, MN",28684
"Crow Wing County, MN",28685
"Dakota County, MN",28686
"Dodge County, MN",28687
"Douglas County, MN",28688
"Faribault County, MN",28689
"Fillmore County, MN",28690
"Freeborn County, MN",28691
"Goodhue County, MN",28692
"Grant County, MN",28693
"Hennepin County, MN",28694
"Houston County, MN",28695
"Hubbard County, MN",28696
"Isanti County, MN",28697
"Itasca County, MN",28698
"Jackson County, MN",28699
"Kanabec County, MN",28700
"Kandiyohi County, MN",28701
"Kittson County, MN",28702
"Koochiching County, MN",28703
"Lac Qui Parle County, MN",28704
"Lake County, MN",28705
"Lake of the Woods County, MN",28706
"Le Sueur County, MN",28707
"Lincoln County, MN",28708
"Lyon County, MN",28709
"Mahnomen County, MN",28710
"Marshall County, MN",28711
"Martin County, MN",28712
"McLeod County, MN",28713
"Meeker County, MN",28714
"Mille Lacs County, MN",28715
"Morrison County, MN",28716
"Mower County, MN",28717
"Murray County, MN",28718
"Nicollet County, MN",28719
"Nobles County, MN",28720
"Norman County, MN",28721
"Olmsted County, MN",28722
"Otter Tail County, MN",28723
"Pennington County, MN",28724
"Pine County, MN",28725
"Pipestone County, MN",28726
"Polk County, MN",28727
"Pope County, MN",28728
"Ramsey County, MN",28729
"Red Lake County, MN",28730
"Redwood County, MN",28731
"Renville County, MN",28732
"Rice County, MN",28733
"Rock County, MN",28734
"Roseau County, MN",28735
"Scott County, MN",28736
"Sherburne County, MN",28737
"Sibley County, MN",28738
"Stearns County, MN",28739
"Steele County, MN",28740
"Stevens County, MN",28741
"St. Louis County, MN",28742
"Swift County, MN",28743
"Todd County, MN",28744
"Traverse County, MN",28745
"Wabasha County, MN",28746
"Wadena County, MN",28747
"Waseca County, MN",28748
"Washington County, MN",28749
"Watonwan County, MN",28750
"Wilkin County, MN",28751
"Winona County, MN",28752
"Wright County, MN",28753
"Yellow Medicine County, MN",28754
"Adams County, MS",28756
"Alcorn County, MS",616
"Amite County, MS",28758
"Attala County, MS",614
"Benton County, MS",611
"Bolivar County, MS",612
"Calhoun County, MS",608
"Carroll County, MS",606
"Chickasaw County, MS",604
"Choctaw County, MS",602
"Claiborne County, MS",28766
"Clarke County, MS",28767
"Clay County, MS",600
"Coahoma County, MS",597
"Copiah County, MS",28770
"Covington County, MS",28771
"De Soto County, MS",596
"Forrest County, MS",28773
"Franklin County, MS",28774
"George County, MS",28775
"Greene County, MS",28776
"Grenada County, MS",594
"Hancock County, MS",28778
"Harrison County, MS",28779
"Hinds County, MS",28780
"Holmes County, MS",592
"Humphreys County, MS",590
"Issaquena County, MS",28783
"Itawamba County, MS",588
"Jackson County, MS",28785
"Jasper County, MS",28786
"Jefferson County, MS",28787
"Jefferson Davis County, MS",28788
"Jones County, MS",28789
"Kemper County, MS",28790
"Lafayette County, MS",586
"Lamar County, MS",28792
"Lauderdale County, MS",28793
"Lawrence County, MS",28794
"Leake County, MS",28795
"Lee County, MS",584
"Leflore County, MS",582
"Lincoln County, MS",28798
"Lowndes County, MS",580
"Madison County, MS",28800
"Marion County, MS",28801
"Marshall County, MS",578
"Monroe County, MS",576
"Montgomery County, MS",573
"Neshoba County, MS",28805
"Newton County, MS",28806
"Noxubee County, MS",572
"Oktibbeha County, MS",570
"Panola County, MS",568
"Pearl River County, MS",28810
"Perry County, MS",28811
"Pike County, MS",28812
"Pontotoc County, MS",28813
"Prentiss County, MS",564
"Quitman County, MS",562
"Rankin County, MS",28816
"Scott County, MS",28817
"Sharkey County, MS",28818
"Simpson County, MS",28819
"Smith County, MS",28820
"Stone County, MS",28821
"Sunflower County, MS",560
"Tallahatchie County, MS",558
"Tate County, MS",556
"Tippah County, MS",554
"Tishomingo County, MS",552
"Tunica County, MS",550
"Union County, MS",548
"Walthall County, MS",28829
"Warren County, MS",28830
"Washington County, MS",546
"Wayne County, MS",28832
"Webster County, MS",544
"Wilkinson County, MS",28834
"Winston County, MS",542
"Yalobusha County, MS",540
"Yazoo County, MS",28837
"Adair County, MO",1080
"Andrew County, MO",28840
"Atchison County, MO",28841
"Audrain County, MO",1078
"Barry County, MO",1076
"Barton County, MO",28844
"Bates County, MO",28845
"Benton County, MO",28846
"Bollinger County, MO",1074
"Boone County, MO",1072
"Buchanan County, MO",28849
"Butler County, MO",1069
"Caldwell County, MO",28851
"Callaway County, MO",1067
"Camden County, MO",1065
"Cape Girardeau County, MO",1063
"Carroll County, MO",28855
"Carter County, MO",1061
"Cass County, MO",28857
"Cedar County, MO",28858
"Chariton County, MO",28859
"Christian County, MO",1059
"Clark County, MO",1057
"Clay County, MO",28862
"Clinton County, MO",28863
"Cole County, MO",1055
"Cooper County, MO",28865
"Crawford County, MO",1053
"Dade County, MO",1051
"Dallas County, MO",1049
"Daviess County, MO",28869
"De Kalb County, MO",28870
"Dent County, MO",1047
"Douglas County, MO",1045
"Dunklin County, MO",1044
"Franklin County, MO",1041
"Gasconade County, MO",1039
"Gentry County, MO",28876
"Greene County, MO",1037
"Grundy County, MO",28878
"Harrison County, MO",28879
"Henry County, MO",28880
"Hickory County, MO",28881
"Holt County, MO",28882
"Howard County, MO",28883
"Howell County, MO",1035
"Iron County, MO",1033
"Jackson County, MO",28886
"Jasper County, MO",28887
"Jefferson County, MO",1031
"Johnson County, MO",28889
"Knox County, MO",1029
"Laclede County, MO",1027
"Lafayette County, MO",28892
"Lawrence County, MO",1025
"Lewis County, MO",1023
"Lincoln County, MO",1020
"Linn County, MO",28896
"Livingston County, MO",28897
"Macon County, MO",1018
"Madison County, MO",1016
"Maries County, MO",1014
"Marion County, MO",1012
"McDonald County, MO",28902
"Mercer County, MO",28903
"Miller County, MO",1009
"Mississippi County, MO",1008
"Moniteau County, MO",1006
"Monroe County, MO",1004
"Montgomery County, MO",1002
"Morgan County, MO",28909
"New Madrid County, MO",1000
"Newton County, MO",28911
"Nodaway County, MO",28912
"Oregon County, MO",998
"Osage County, MO",996
"Ozark County, MO",994
"Pemiscot County, MO",992
"Perry County, MO",990
"Pettis County, MO",28918
"Phelps County, MO",988
"Pike County, MO",986
"Platte County, MO",28921
"Polk County, MO",984
"Pulaski County, MO",982
"Putnam County, MO",28924
"Ralls County, MO",980
"Randolph County, MO",977
"Ray County, MO",28927
"Reynolds County, MO",976
"Ripley County, MO",974
"Saline County, MO",28930
"Schuyler County, MO",972
"Scotland County, MO",970
"Scott County, MO",968
"Shannon County, MO",966
"Shelby County, MO",964
"St. Charles County, MO",962
"St. Clair County, MO",28937
"Ste. Genevieve County, MO",958
"St. Francois County, MO",960
"St. Louis County, MO",954
"St. Louis City, MO",28941
"Stoddard County, MO",952
"Stone County, MO",950
"Sullivan County, MO",28944
"Taney County, MO",947
"Texas County, MO",946
"Vernon County, MO",28947
"Warren County, MO",943
"Washington County, MO",942
"Wayne County, MO",940
"Webster County, MO",938
"Worth County, MO",28952
"Wright County, MO",936
"Beaverhead County, MT",28955
"Big Horn County, MT",28956
"Blaine County, MT",28957
"Broadwater County, MT",28958
"Carbon County, MT",28959
"Carter County, MT",28960
"Cascade County, MT",28961
"Chouteau County, MT",28962
"Custer County, MT",28963
"Daniels County, MT",28964
"Dawson County, MT",28965
"Deer Lodge County, MT",28966
"Fallon County, MT",28967
"Fergus County, MT",28968
"Flathead County, MT",28969
"Gallatin County, MT",28970
"Garfield County, MT",28971
"Glacier County, MT",28972
"Golden Valley County, MT",28973
"Granite County, MT",28974
"Hill County, MT",28975
"Jefferson County, MT",28976
"Judith Basin County, MT",28977
"Lake County, MT",28978
"Lewis and Clark County, MT",28979
"Liberty County, MT",28980
"Lincoln County, MT",28981
"Madison County, MT",28982
"McCone County, MT",28983
"Meagher County, MT",28984
"Mineral County, MT",28985
"Missoula County, MT",28986
"Musselshell County, MT",28987
"Park County, MT",28988
"Petroleum County, MT",28989
"Phillips County, MT",28990
"Pondera County, MT",28991
"Powder River County, MT",28992
"Powell County, MT",28993
"Prairie County, MT",28994
"Ravalli County, MT",28995
"Richland County, MT",28996
"Roosevelt County, MT",28997
"Rosebud County, MT",28998
"Sanders County, MT",28999
"Sheridan County, MT",29000
"Silver Bow County, MT",29001
"Stillwater County, MT",29002
"Sweet Grass County, MT",29003
"Teton County, MT",29004
"Toole County, MT",29005
"Treasure County, MT",29006
"Valley County, MT",29007
"Wheatland County, MT",29008
"Wibaux County, MT",29009
"Yellowstone County, MT",29010
"Adams County, NE",29013
"Antelope County, NE",29014
"Arthur County, NE",29015
"Banner County, NE",29016
"Blaine County, NE",29017
"Boone County, NE",29018
"Box Butte County, NE",29019
"Boyd County, NE",29020
"Brown County, NE",29021
"Buffalo County, NE",29022
"Burt County, NE",29023
"Butler County, NE",29024
"Cass County, NE",29025
"Cedar County, NE",29026
"Chase County, NE",29027
"Cherry County, NE",29028
"Cheyenne County, NE",29029
"Clay County, NE",29030
"Colfax County, NE",29031
"Cuming County, NE",29032
"Custer County, NE",29033
"Dakota County, NE",29034
"Dawes County, NE",29035
"Dawson County, NE",29036
"Deuel County, NE",29037
"Dixon County, NE",29038
"Dodge County, NE",29039
"Douglas County, NE",29040
"Dundy County, NE",29041
"Fillmore County, NE",29042
"Franklin County, NE",29043
"Frontier County, NE",29044
"Furnas County, NE",29045
"Gage County, NE",29046
"Garden County, NE",29047
"Garfield County, NE",29048
"Gosper County, NE",29049
"Grant County, NE",29050
"Greeley County, NE",29051
"Hall County, NE",29052
"Hamilton County, NE",29053
"Harlan County, NE",29054
"Hayes County, NE",29055
"Hitchcock County, NE",29056
"Holt County, NE",29057
"Hooker County, NE",29058
"Howard County, NE",29059
"Jefferson County, NE",29060
"Johnson County, NE",29061
"Kearney County, NE",29062
"Keith County, NE",29063
"Keya Paha County, NE",29064
"Kimball County, NE",29065
"Knox County, NE",29066
"Lancaster County, NE",29067
"Lincoln County, NE",29068
"Logan County, NE",29069
"Loup County, NE",29070
"Madison County, NE",29071
"McPherson County, NE",29072
"Merrick County, NE",29073
"Morrill County, NE",29074
"Nance County, NE",29075
"Nemaha County, NE",29076
"Nuckolls County, NE",29077
"Otoe County, NE",29078
"Pawnee County, NE",29079
"Perkins County, NE",29080
"Phelps County, NE",29081
"Pierce County, NE",29082
"Platte County, NE",29083
"Polk County, NE",29084
"Red Willow County, NE",29085
"Richardson County, NE",29086
"Rock County, NE",29087
"Saline County, NE",29088
"Sarpy County, NE",29089
"Saunders County, NE",29090
"Scotts Bluff County, NE",29091
"Seward County, NE",29092
"Sheridan County, NE",29093
"Sherman County, NE",29094
"Sioux County, NE",29095
"Stanton County, NE",29096
"Thayer County, NE",29097
"Thomas County, NE",29098
"Thurston County, NE",29099
"Valley County, NE",29100
"Washington County, NE",29101
"Wayne County, NE",29102
"Webster County, NE",29103
"Wheeler County, NE",29104
"York County, NE",29105
"Carson City, NV",29107
"Churchill County, NV",29108
"Clark County, NV",29109
"Douglas County, NV",29110
"Elko County, NV",29111
"Esmeralda County, NV",29112
"Eureka County, NV",29113
"Humboldt County, NV",29114
"Lander County, NV",29115
"Lincoln County, NV",29116
"Lyon County, NV",29117
"Mineral County, NV",29118
"Nye County, NV",29119
"Pershing County, NV",29120
"Storey County, NV",29121
"Washoe County, NV",29122
"White Pine County, NV",29123
"Belknap County, NH",29125
"Carroll County, NH",29126
"Cheshire County, NH",29127
"Coos County, NH",29128
"Grafton County, NH",29129
"Hillsborough County, NH",29130
"Merrimack County, NH",29131
"Rockingham County, NH",29132
"Strafford County, NH",29133
"Sullivan County, NH",29134
"Atlantic County, NJ",29136
"Bergen County, NJ",29137
"Burlington County, NJ",29138
"Camden County, NJ",29139
"Cape May County, NJ",29140
"Cumberland County, NJ",29141
"Essex County, NJ",29142
"Gloucester County, NJ",29143
"Hudson County, NJ",29144
"Hunterdon County, NJ",29145
"Mercer County, NJ",29146
"Middlesex County, NJ",29147
"Monmouth County, NJ",29148
"Morris County, NJ",29149
"Ocean County, NJ",29150
"Passaic County, NJ",29151
"Salem County, NJ",29152
"Somerset County, NJ",29153
"Sussex County, NJ",29154
"Union County, NJ",29155
"Warren County, NJ",29156
"Bernalillo County, NM",29158
"Catron County, NM",29159
"Chaves County, NM",29160
"Cibola County, NM",29161
"Colfax County, NM",29162
"Curry County, NM",29163
"De Baca County, NM",29164
"Dona Ana County, NM",29165
"Eddy County, NM",29166
"Grant County, NM",29167
"Guadalupe County, NM",29168
"Harding County, NM",29169
"Hidalgo County, NM",29170
"Lea County, NM",29171
"Lincoln County, NM",29172
"Los Alamos County, NM",29173
"Luna County, NM",29174
"McKinley County, NM",29175
"Mora County, NM",29176
"Otero County, NM",29177
"Quay County, NM",29178
"Rio Arriba County, NM",29179
"Roosevelt County, NM",29180
"Sandoval County, NM",29181
"San Juan County, NM",29182
"San Miguel County, NM",29183
"Santa Fe County, NM",29184
"Sierra County, NM",29185
"Socorro County, NM",29186
"Taos County, NM",29187
"Torrance County, NM",29188
"Union County, NM",29189
"Valencia County, NM",29190
"Albany County, NY",29192
"Allegany County, NY",29193
"Bronx County, NY",29194
"Broome County, NY",29195
"Cattaraugus County, NY",29196
"Cayuga County, NY",29197
"Chautauqua County, NY",29198
"Chemung County, NY",29199
"Chenango County, NY",29200
"Clinton County, NY",29201
"Columbia County, NY",29202
"Cortland County, NY",29203
"Delaware County, NY",29204
"Dutchess County, NY",29205
"Erie County, NY",29206
"Essex County, NY",29207
"Franklin County, NY",29208
"Fulton County, NY",29209
"Genesee County, NY",29210
"Greene County, NY",29211
"Hamilton County, NY",29212
"Herkimer County, NY",29213
"Jefferson County, NY",29214
"Kings County, NY",29215
"Lewis County, NY",29216
"Livingston County, NY",29217
"Madison County, NY",29218
"Monroe County, NY",29219
"Montgomery County, NY",29220
"Nassau County, NY",29221
"New York County, NY",29222
"Niagara County, NY",29223
"Oneida County, NY",29224
"Onondaga County, NY",29225
"Ontario County, NY",29226
"Orange County, NY",29227
"Orleans County, NY",29228
"Oswego County, NY",29229
"Otsego County, NY",29230
"Putnam County, NY",29231
"Queens County, NY",29232
"Rensselaer County, NY",29233
"Richmond County, NY",29234
"Rockland County, NY",29235
"Saratoga County, NY",29236
"Schenectady County, NY",29237
"Schoharie County, NY",29238
"Schuyler County, NY",29239
"Seneca County, NY",29240
"Steuben County, NY",29241
"St. Lawrence County, NY",29242
"Suffolk County, NY",29243
"Sullivan County, NY",29244
"Tioga County, NY",29245
"Tompkins County, NY",29246
"Ulster County, NY",29247
"Warren County, NY",29248
"Washington County, NY",29249
"Wayne County, NY",29250
"Westchester County, NY",29251
"Wyoming County, NY",29252
"Yates County, NY",29253
"Alamance County, NC",29255
"Alexander County, NC",29256
"Alleghany County, NC",29257
"Anson County, NC",29258
"Ashe County, NC",29259
"Avery County, NC",29260
"Beaufort County, NC",29261
"Bertie County, NC",29262
"Bladen County, NC",29263
"Brunswick County, NC",29264
"Buncombe County, NC",29265
"Burke County, NC",29266
"Cabarrus County, NC",29267
"Caldwell County, NC",29268
"Camden County, NC",29269
"Carteret County, NC",29270
"Caswell County, NC",29271
"Catawba County, NC",29272
"Chatham County, NC",29273
"Cherokee County, NC",29274
"Chowan County, NC",29275
"Clay County, NC",29276
"Cleveland County, NC",29277
"Columbus County, NC",29278
"Craven County, NC",29279
"Cumberland County, NC",29280
"Currituck County, NC",29281
"Dare County, NC",29282
"Davidson County, NC",29283
"Davie County, NC",29284
"Duplin County, NC",29285
"Durham County, NC",29286
"Edgecombe County, NC",29287
"Forsyth County, NC",29288
"Franklin County, NC",29289
"Gaston County, NC",29290
"Gates County, NC",29291
"Graham County, NC",29292
"Granville County, NC",29293
"Greene County, NC",29294
"Guilford County, NC",29295
"Halifax County, NC",29296
"Harnett County, NC",29297
"Haywood County, NC",29298
"Henderson County, NC",29299
"Hertford County, NC",29300
"Hoke County, NC",29301
"Hyde County, NC",29302
"Iredell County, NC",29303
"Jackson County, NC",29304
"Johnston County, NC",29305
"Jones County, NC",29306
"Lee County, NC",29307
"Lenoir County, NC",29308
"Lincoln County, NC",29309
"Macon County, NC",29310
"Madison County, NC",29311
"Martin County, NC",29312
"McDowell County, NC",29313
"Mecklenburg County, NC",29314
"Mitchell County, NC",29315
"Montgomery County, NC",29316
"Moore County, NC",29317
"Nash County, NC",29318
"New Hanover County, NC",29319
"Northampton County, NC",29320
"Onslow County, NC",29321
"Orange County, NC",29322
"Pamlico County, NC",29323
"Pasquotank County, NC",29324
"Pender County, NC",29325
"Perquimans County, NC",29326
"Person County, NC",29327
"Pitt County, NC",29328
"Polk County, NC",29329
"Randolph County, NC",29330
"Richmond County, NC",29331
"Robeson County, NC",29332
"Rockingham County, NC",29333
"Rowan County, NC",29334
"Rutherford County, NC",29335
"Sampson County, NC",29336
"Scotland County, NC",29337
"Stanly County, NC",29338
"Stokes County, NC",29339
"Surry County, NC",29340
"Swain County, NC",29341
"Transylvania County, NC",29342
"Tyrrell County, NC",29343
"Union County, NC",29344
"Vance County, NC",29345
"Wake County, NC",29346
"Warren County, NC",29347
"Washington County, NC",29348
"Watauga County, NC",29349
"Wayne County, NC",29350
"Wilkes County, NC",29351
"Wilson County, NC",29352
"Yadkin County, NC",29353
"Yancey County, NC",29354
"Adams County, ND",29356
"Barnes County, ND",29357
"Benson County, ND",29358
"Billings County, ND",29359
"Bottineau County, ND",29360
"Bowman County, ND",29361
"Burke County, ND",29362
"Burleigh County, ND",29363
"Cass County, ND",29364
"Cavalier County, ND",29365
"Dickey County, ND",29366
"Divide County, ND",29367
"Dunn County, ND",29368
"Eddy County, ND",29369
"Emmons County, ND",29370
"Foster County, ND",29371
"Golden Valley County, ND",29372
"Grand Forks County, ND",29373
"Grant County, ND",29374
"Griggs County, ND",29375
"Hettinger County, ND",29376
"Kidder County, ND",29377
"La Moure County, ND",29378
"Logan County, ND",29379
"McHenry County, ND",29380
"McIntosh County, ND",29381
"McKenzie County, ND",29382
"McLean County, ND",29383
"Mercer County, ND",29384
"Morton County, ND",29385
"Mountrail County, ND",29386
"Nelson County, ND",29387
"Oliver County, ND",29388
"Pembina County, ND",29389
"Pierce County, ND",29390
"Ramsey County, ND",29391
"Ransom County, ND",29392
"Renville County, ND",29393
"Richland County, ND",29394
"Rolette County, ND",29395
"Sargent County, ND",29396
"Sheridan County, ND",29397
"Sioux County, ND",29398
"Slope County, ND",29399
"Stark County, ND",29400
"Steele County, ND",29401
"Stutsman County, ND",29402
"Towner County, ND",29403
"Traill County, ND",29404
"Walsh County, ND",29405
"Ward County, ND",29406
"Wells County, ND",29407
"Williams County, ND",29408
"Adams County, OH",29410
"Allen County, OH",29411
"Ashland County, OH",29412
"Ashtabula County, OH",29413
"Athens County, OH",29414
"Auglaize County, OH",29415
"Belmont County, OH",29416
"Brown County, OH",29417
"Butler County, OH",29418
"Carroll County, OH",29419
"Champaign County, OH",29420
"Clark County, OH",29421
"Clermont County, OH",29422
"Clinton County, OH",29423
"Columbiana County, OH",29424
"Coshocton County, OH",29425
"Crawford County, OH",29426
"Cuyahoga County, OH",29427
"Darke County, OH",29428
"Defiance County, OH",29429
"Delaware County, OH",29430
"Erie County, OH",29431
"Fairfield County, OH",29432
"Fayette County, OH",29433
"Franklin County, OH",29434
"Fulton County, OH",29435
"Gallia County, OH",29436
"Geauga County, OH",29437
"Greene County, OH",29438
"Guernsey County, OH",29439
"Hamilton County, OH",29440
"Hancock County, OH",29441
"Hardin County, OH",29442
"Harrison County, OH",29443
"Henry County, OH",29444
"Highland County, OH",29445
"Hocking County, OH",29446
"Holmes County, OH",29447
"Huron County, OH",29448
"Jackson County, OH",29449
"Jefferson County, OH",29450
"Knox County, OH",29451
"Lake County, OH",29452
"Lawrence County, OH",29453
"Licking County, OH",29454
"Logan County, OH",29455
"Lorain County, OH",29456
"Lucas County, OH",29457
"Madison County, OH",29458
"Mahoning County, OH",29459
"Marion County, OH",29460
"Medina County, OH",29461
"Meigs County, OH",29462
"Mercer County, OH",29463
"Miami County, OH",29464
"Monroe County, OH",29465
"Montgomery County, OH",29466
"Morgan County, OH",29467
"Morrow County, OH",29468
"Muskingum County, OH",29469
"Noble County, OH",29470
"Ottawa County, OH",29471
"Paulding County, OH",29472
"Perry County, OH",29473
"Pickaway County, OH",29474
"Pike County, OH",29475
"Portage County, OH",29476
"Preble County, OH",29477
"Putnam County, OH",29478
"Richland County, OH",29479
"Ross County, OH",29480
"Sandusky County, OH",29481
"Scioto County, OH",29482
"Seneca County, OH",29483
"Shelby County, OH",29484
"Stark County, OH",29485
"Summit County, OH",29486
"Trumbull County, OH",29487
